Developer,Units Available,Price,Maintenance Charges,Project Name,Carpet Area,Parking,City,Property,BHK,Price per Sqft
Prescon Group,,42000000.0,18.0,Passcode Miracle Bay,1140.0,Yes,Mumbai,3 BHK,3,36842.10526315789
MS Suraj Estate Developers,,26400000.0,,Suraj Eterna,633.0,No,Mumbai,2 BHK,2,41706.16113744076
,0.0,18500000.0,1500.0,Garden Colony,650.0,No,Mumbai,1 BHK,1,28461.53846153846
MS Suraj Estate Developers,50.0,29000000.0,6000.0,Vitalis,652.0,Yes,Mumbai,2 BHK,2,44478.52760736196
Prescon Group,,42000000.0,18.0,Passcode Miracle Bay,1140.0,Yes,Mumbai,3 BHK,3,36842.10526315789
MS Suraj Estate Developers,,26400000.0,,Suraj Eterna,633.0,No,Mumbai,2 BHK,2,41706.16113744076
,,9500000.0,600.0,Rohira House,450.0,Yes,Mumbai,1 BHK,1,21111.11111111111
Prescon Group,,14500000.0,,Passcode Miracle Bay,365.0,Yes,Mumbai,1 BHK,1,39726.02739726027
,1.0,28500000.0,,,750.0,No,Mumbai,2 BHK,2,38000.0
Prescon Group,0.0,22495000.0,15.0,Passcode Miracle Bay,580.0,Yes,Mumbai,2 BHK,2,38784.48275862069
,,21000000.0,,,625.0,No,Mumbai,1 BHK,1,33600.0
,,10500000.0,,,320.0,No,Mumbai,1 BHK,1,32812.5
,,29900000.0,,,900.0,Yes,Mumbai,2 BHK,2,33222.22222222222
,,32500000.0,,,720.0,No,Mumbai,2 BHK,2,45138.88888888889
,,13000000.0,,,330.0,No,Mumbai,1 BHK,1,39393.93939393939
,6.0,14000000.0,3000.0,,384.0,Yes,Mumbai,1 BHK,1,36458.333333333336
,0.0,90000000.0,12500.0,,1285.0,Yes,Mumbai,3 BHK,3,70038.91050583658
,0.0,13500000.0,2500.0,,350.0,No,Mumbai,1 BHK,1,38571.42857142857
,,24500000.0,,,625.0,No,Mumbai,2 BHK,2,39200.0
,5.0,15500000.0,5000.0,,1140.0,No,Mumbai,1 BHK,1,13596.491228070176
Buildarch Land Developers Pvt. Ltd.,1.0,32500000.0,9400.0,Buildarch Residency,650.0,Yes,Mumbai,2 BHK,2,50000.0
Budhawani Builder,,22000000.0,,The Solitaire,900.0,No,Mumbai,2 BHK,2,24444.444444444445
Buildarch Land Developers Pvt. Ltd.,0.0,33000000.0,11000.0,Buildarch Residency,650.0,Yes,Mumbai,2 BHK,2,50769.230769230766
Matoshree Infrastructure Pvt. Ltd.,,60000000.0,1000.0,Matoshree Pearl,1350.0,No,Mumbai,3 BHK,3,44444.444444444445
,,60000000.0,5000.0,,1250.0,Yes,Mumbai,4 BHK,4,48000.0
,,26000000.0,,,700.0,No,Mumbai,2 BHK,2,37142.857142857145
,,12500000.0,,,325.0,No,Mumbai,1 BHK,1,38461.53846153846
MS Suraj Estate Developers,11.0,15500000.0,10.0,Suraj Eterna,350.0,Yes,Mumbai,1 BHK,1,44285.71428571428
Prescon Group,5.0,45200000.0,5.0,Passcode Miracle Bay,1140.0,Yes,Mumbai,3 BHK,3,39649.12280701754
,0.0,27500000.0,2000.0,,730.0,Yes,Mumbai,2 BHK,2,37671.232876712325
Jewel Group,,75000000.0,,Jewel Crest,1450.0,No,Mumbai,3 BHK,3,51724.137931034486
Jewel Group,1.0,45000000.0,1.0,Jewel Crest,1130.0,Yes,Mumbai,3 BHK,3,39823.008849557526
,,29000000.0,,,750.0,No,Mumbai,2 BHK,2,38666.666666666664
,1.0,28600000.0,,,752.0,No,Mumbai,2 BHK,2,38031.914893617024
,,23000000.0,3700.0,,600.0,Yes,Mumbai,2 BHK,2,38333.333333333336
,,30000000.0,,,700.0,No,Mumbai,2 BHK,2,42857.142857142855
Prescon Group,8.0,42000000.0,12000.0,Passcode Miracle Bay,1140.0,Yes,Mumbai,3 BHK,3,36842.10526315789
Prescon Group,8.0,21500000.0,6000.0,Passcode Miracle Bay,560.0,Yes,Mumbai,2 BHK,2,38392.857142857145
Prescon Group,10.0,22100000.0,6000.0,Passcode Miracle Bay,560.0,Yes,Mumbai,2 BHK,2,39464.28571428572
Prescon Group,4.0,22001000.0,5000.0,Passcode Miracle Bay,560.0,Yes,Mumbai,2 BHK,2,39287.5
Jewel Group,10.0,55000000.0,15000.0,Jewel Crest,1112.0,Yes,Mumbai,3 BHK,3,49460.43165467626
,0.0,18500000.0,2500.0,,500.0,Yes,Mumbai,1 BHK,1,37000.0
PrinceCare Realty,2.0,39901000.0,10000.0,Zinnia,950.0,Yes,Mumbai,3 BHK,3,42001.05263157895
,0.0,31000000.0,1000.0,,850.0,Yes,Mumbai,3 BHK,3,36470.58823529412
Matoshree Infrastructure Pvt. Ltd.,0.0,56000000.0,10000.0,Matoshree Pearl,1350.0,Yes,Mumbai,3 BHK,3,41481.48148148148
Prescon Group,10.0,24500000.0,8000.0,Passcode Miracle Bay,580.0,Yes,Mumbai,2 BHK,2,42241.379310344826
Prescon Group,,24500000.0,18.0,Passcode Miracle Bay,580.0,Yes,Mumbai,2 BHK,2,42241.379310344826
MS Suraj Estate Developers,,16600000.0,,Vitalis,442.0,No,Mumbai,1 BHK,1,37556.56108597285
Suraj Developers,0.0,32300000.0,20000.0,St Anthony Apartment,752.0,Yes,Mumbai,2 BHK,2,42952.12765957447
,,7700000.0,1150.0,,360.0,No,Mumbai,1 BHK,1,21388.88888888889
,,11500000.0,,,580.0,No,Mumbai,1 BHK,1,19827.58620689655
,5.0,15300000.0,5000.0,,421.0,Yes,Mumbai,1 BHK,1,36342.04275534442
,,67500000.0,,,1050.0,No,Mumbai,3 BHK,3,64285.71428571428
Piramal Realty,20.0,54000000.0,12000.0,Piramal Mahalaxmi,851.0,Yes,Mumbai,2 BHK,2,63454.75910693302
,,110000000.0,,,1850.0,No,Mumbai,4 BHK,4,59459.45945945946
Piramal Realty,20.0,104900000.0,26000.0,Piramal Mahalaxmi,1850.0,Yes,Mumbai,4 BHK,4,56702.7027027027
,,42000000.0,,,780.0,No,Mumbai,2 BHK,2,53846.153846153844
Lodha,25.0,88500000.0,21000.0,Lodha Bellevue,1960.0,Yes,Mumbai,4 BHK,4,45153.06122448979
,,55600000.0,,,1245.0,Yes,Mumbai,3 BHK,3,44658.63453815261
Lodha,30.0,49600000.0,15000.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,44644.46444644465
Lodha,8.0,72300000.0,20.0,Lodha Bellevue,1600.0,Yes,Mumbai,4 BHK,4,45187.5
Lodha,25.0,72600000.0,18000.0,Lodha Bellevue,1603.0,Yes,Mumbai,4 BHK,4,45290.08109794136
,4.0,70000000.0,20.0,,1500.0,Yes,Mumbai,4 BHK,4,46666.666666666664
Lodha,2.0,44900000.0,15.0,Lodha Bellevue,877.0,Yes,Mumbai,3 BHK,3,51197.26339794755
Piramal Realty,2.0,61000000.0,20000.0,Piramal Mahalaxmi,1290.0,Yes,Mumbai,3 BHK,3,47286.82170542636
Piramal Realty,6.0,68000000.0,24.0,Piramal Mahalaxmi,1450.0,Yes,Mumbai,3 BHK,3,46896.55172413793
Piramal Realty,20.0,79000000.0,20000.0,Piramal Mahalaxmi,1380.0,Yes,Mumbai,3 BHK,3,57246.3768115942
Piramal Realty,0.0,57000000.0,26.0,Piramal Mahalaxmi,750.0,Yes,Mumbai,2 BHK,2,76000.0
,50.0,121000000.0,18.0,,2019.0,Yes,Mumbai,4 BHK,4,59930.65874195146
Lodha,2.0,44500000.0,15.0,Lodha Bellevue,877.0,Yes,Mumbai,3 BHK,3,50741.16305587229
Lokhandwala Infrastructure,4.0,160000000.0,18.0,Lokhandwala Minerva,3200.0,Yes,Mumbai,4 BHK,4,50000.0
Piramal Realty,4.0,65000000.0,24.0,Piramal Mahalaxmi,1140.0,Yes,Mumbai,3 BHK,3,57017.54385964912
Piramal Realty,20.0,69100000.0,15000.0,Piramal Mahalaxmi,1138.0,Yes,Mumbai,3 BHK,3,60720.56239015817
,2.0,99000000.0,9.0,,2136.0,Yes,Mumbai,4 BHK,4,46348.31460674157
Lodha,23.0,39900000.0,16.0,Lodha Bellevue,876.0,Yes,Mumbai,3 BHK,3,45547.94520547945
Piramal Realty,,118600000.0,30000.0,Piramal Mahalaxmi,1850.0,Yes,Mumbai,4 BHK,4,64108.10810810811
,50.0,123500000.0,18.0,,2058.0,Yes,Mumbai,4 BHK,4,60009.71817298348
,12.0,131800000.0,20.0,,2058.0,Yes,Mumbai,4 BHK,4,64042.75996112731
Lodha,2.0,53500000.0,15.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,48154.815481548154
Lodha,2.0,79765000.0,15.0,Lodha Bellevue,1603.0,Yes,Mumbai,4 BHK,4,49759.82532751092
Piramal Realty,2.0,95000000.0,35000.0,Piramal Mahalaxmi,1870.0,Yes,Mumbai,4 BHK,4,50802.13903743315
Lodha,25.0,88500000.0,21000.0,Lodha Bellevue,1960.0,Yes,Mumbai,4 BHK,4,45153.06122448979
,,55600000.0,,,1245.0,Yes,Mumbai,3 BHK,3,44658.63453815261
Lodha,30.0,49600000.0,15000.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,44644.46444644465
Lodha,8.0,72300000.0,20.0,Lodha Bellevue,1600.0,Yes,Mumbai,4 BHK,4,45187.5
Lodha,25.0,72600000.0,18000.0,Lodha Bellevue,1603.0,Yes,Mumbai,4 BHK,4,45290.08109794136
,4.0,70000000.0,20.0,,1500.0,Yes,Mumbai,4 BHK,4,46666.666666666664
Lodha,2.0,44900000.0,15.0,Lodha Bellevue,877.0,Yes,Mumbai,3 BHK,3,51197.26339794755
Piramal Realty,2.0,61000000.0,20000.0,Piramal Mahalaxmi,1290.0,Yes,Mumbai,3 BHK,3,47286.82170542636
Piramal Realty,6.0,68000000.0,24.0,Piramal Mahalaxmi,1450.0,Yes,Mumbai,3 BHK,3,46896.55172413793
Piramal Realty,20.0,79000000.0,20000.0,Piramal Mahalaxmi,1380.0,Yes,Mumbai,3 BHK,3,57246.3768115942
Piramal Realty,0.0,57000000.0,26.0,Piramal Mahalaxmi,750.0,Yes,Mumbai,2 BHK,2,76000.0
,50.0,121000000.0,18.0,,2019.0,Yes,Mumbai,4 BHK,4,59930.65874195146
Lodha,2.0,44500000.0,15.0,Lodha Bellevue,877.0,Yes,Mumbai,3 BHK,3,50741.16305587229
Lokhandwala Infrastructure,4.0,160000000.0,18.0,Lokhandwala Minerva,3200.0,Yes,Mumbai,4 BHK,4,50000.0
Piramal Realty,4.0,65000000.0,24.0,Piramal Mahalaxmi,1140.0,Yes,Mumbai,3 BHK,3,57017.54385964912
Piramal Realty,20.0,69100000.0,15000.0,Piramal Mahalaxmi,1138.0,Yes,Mumbai,3 BHK,3,60720.56239015817
,2.0,99000000.0,9.0,,2136.0,Yes,Mumbai,4 BHK,4,46348.31460674157
Lodha,23.0,39900000.0,16.0,Lodha Bellevue,876.0,Yes,Mumbai,3 BHK,3,45547.94520547945
Piramal Realty,,118600000.0,30000.0,Piramal Mahalaxmi,1850.0,Yes,Mumbai,4 BHK,4,64108.10810810811
,50.0,123500000.0,18.0,,2058.0,Yes,Mumbai,4 BHK,4,60009.71817298348
,12.0,131800000.0,20.0,,2058.0,Yes,Mumbai,4 BHK,4,64042.75996112731
Lodha,2.0,53500000.0,15.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,48154.815481548154
Lodha,2.0,79765000.0,15.0,Lodha Bellevue,1603.0,Yes,Mumbai,4 BHK,4,49759.82532751092
Piramal Realty,2.0,95000000.0,35000.0,Piramal Mahalaxmi,1870.0,Yes,Mumbai,4 BHK,4,50802.13903743315
Godrej Properties,1.0,54000000.0,,Planet Godrej,1050.0,Yes,Mumbai,2 BHK,2,51428.57142857143
Lokhandwala Infrastructure,12.0,130000000.0,15.0,Lokhandwala Minerva,1850.0,Yes,Mumbai,3 BHK,3,70270.27027027027
,,34990000.0,12.0,,760.0,Yes,Mumbai,2 BHK,2,46039.47368421053
K Raheja Corp,4.0,160000000.0,28000.0,Raheja Vivarea,2200.0,Yes,Mumbai,3 BHK,3,72727.27272727272
,0.0,14500000.0,5000.0,,410.0,Yes,Mumbai,1 BHK,1,35365.85365853659
,2.0,88800000.0,9.0,,2136.0,Yes,Mumbai,4 BHK,4,41573.03370786517
K Raheja Corp,2.0,160000000.0,38000.0,Raheja Vivarea,1750.0,Yes,Mumbai,3 BHK,3,91428.57142857143
Piramal Realty,20.0,80000000.0,35000.0,Piramal Mahalaxmi,1290.0,Yes,Mumbai,3 BHK,3,62015.50387596899
Piramal Realty,3.0,47000000.0,15.0,Piramal Mahalaxmi,851.0,Yes,Mumbai,2 BHK,2,55229.14218566393
Piramal Realty,0.0,59000000.0,25000.0,Piramal Mahalaxmi,1282.0,Yes,Mumbai,3 BHK,3,46021.840873634945
Piramal Realty,,39000000.0,21.0,Piramal Mahalaxmi,764.0,Yes,Mumbai,2 BHK,2,51047.120418848164
Piramal Realty,1.0,38800000.0,10.0,Piramal Mahalaxmi,762.0,Yes,Mumbai,2 BHK,2,50918.63517060367
Lodha,40.0,70000000.0,18.0,Lodha Bellevue,1603.0,Yes,Mumbai,4 BHK,4,43668.12227074236
K Raheja Corp,,160000000.0,,Raheja Vivarea,1450.0,Yes,Mumbai,3 BHK,3,110344.8275862069
Lodha,20.0,39600000.0,8500.0,Lodha Bellevue,876.0,Yes,Mumbai,3 BHK,3,45205.479452054795
,10.0,70000000.0,19500.0,,1048.0,No,Mumbai,3 BHK,3,66793.893129771
,20.0,45800000.0,16500.0,,784.0,No,Mumbai,2 BHK,2,58418.36734693877
,20.0,72600000.0,12000.0,,1603.0,Yes,Mumbai,4 BHK,4,45290.08109794136
Lodha,17.0,55000000.0,16.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,49504.9504950495
Lodha,17.0,62500000.0,16.0,Lodha Bellevue,1602.0,Yes,Mumbai,4 BHK,4,39013.732833957554
Piramal Realty,100.0,39899448.0,20000.0,Piramal Mahalaxmi,744.0,Yes,Mumbai,2 BHK,2,53628.290322580644
Piramal Realty,10.0,85000000.0,15.0,Piramal Mahalaxmi,1400.0,Yes,Mumbai,4 BHK,4,60714.28571428572
Piramal Realty,0.0,70000000.0,30000.0,Piramal Mahalaxmi,1450.0,Yes,Mumbai,3 BHK,3,48275.862068965514
Lodha,9.0,89000000.0,16.0,Lodha Bellevue,1960.0,Yes,Mumbai,4 BHK,4,45408.163265306124
,50.0,130000000.0,18.0,,2136.0,Yes,Mumbai,4 BHK,4,60861.42322097378
,12.0,136700000.0,20.0,,2136.0,Yes,Mumbai,4 BHK,4,63998.12734082397
,12.0,130000000.0,20.0,,2019.0,Yes,Mumbai,4 BHK,4,64388.311045071816
Lodha,2.0,54700000.0,15.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,49234.92349234923
Lodha,2.0,77165000.0,15.0,Lodha Bellevue,1603.0,Yes,Mumbai,4 BHK,4,48137.86650031192
Lodha,200.0,51500000.0,28.0,Lodha Bellevue,1111.0,Yes,Mumbai,3 BHK,3,46354.63546354636
Piramal Realty,3.0,43000000.0,18.0,Piramal Mahalaxmi,851.0,Yes,Mumbai,2 BHK,2,50528.78965922444
Piramal Realty,,34000000.0,15000.0,Piramal Mahalaxmi,762.0,Yes,Mumbai,2 BHK,2,44619.422572178475
,1.0,9500000.0,,,225.0,Yes,Mumbai,1 BHK,1,42222.22222222222
,,12500000.0,,,365.0,No,Mumbai,1 BHK,1,34246.57534246575
,4.0,60000000.0,0.0,,1300.0,Yes,Mumbai,3 BHK,3,46153.846153846156
,15.0,14600000.0,3500.0,,457.0,Yes,Mumbai,1 BHK,1,31947.483588621446
,10.0,55700000.0,15000.0,,967.0,Yes,Mumbai,2 BHK,2,57600.827300930716
Millennium Group,0.0,65000000.0,,Phoenix Towers,1415.0,Yes,Mumbai,3 BHK,3,45936.395759717314
,4.0,57300000.0,18.0,,1360.0,Yes,Mumbai,3 BHK,3,42132.35294117647
,0.0,24300000.0,5.0,,647.0,Yes,Mumbai,2 BHK,2,37557.95981452859
Millennium Group,0.0,46000000.0,18000.0,Phoenix Towers,950.0,Yes,Mumbai,2 BHK,2,48421.05263157895
Lodha,9.0,33000000.0,15.0,Lodha Vista,680.0,Yes,Mumbai,2 BHK,2,48529.41176470588
,4.0,36900000.0,18.0,,740.0,Yes,Mumbai,2 BHK,2,49864.86486486487
Avigna Properties Private Limited,4.0,130000000.0,0.0,One Avighna Park,2000.0,Yes,Mumbai,3 BHK,3,65000.0
,0.0,17600000.0,5.0,,457.0,Yes,Mumbai,1 BHK,1,38512.03501094092
,0.0,62500000.0,20000.0,,1200.0,Yes,Mumbai,3 BHK,3,52083.333333333336
Lodha,3.0,110000000.0,23.0,Lodha World Crest,2195.0,Yes,Mumbai,3 BHK,3,50113.89521640091
,4.0,48500000.0,18.0,,1360.0,Yes,Mumbai,3 BHK,3,35661.76470588235
India Bulls Real Estate Ltd..,22.0,80000000.0,,India Bulls Sky Forest,2647.0,Yes,Mumbai,3 BHK,3,30222.89384208538
Millennium Group,4.0,45000000.0,15000.0,Phoenix Towers,1100.0,Yes,Mumbai,2 BHK,2,40909.09090909091
The Baya Company,3.0,13500000.0,3500.0,The Baya Central,373.0,Yes,Mumbai,1 BHK,1,36193.029490616624
,10.0,14800000.0,3500.0,,457.0,Yes,Mumbai,1 BHK,1,32385.12035010941
Avigna Properties Private Limited,4.0,300000000.0,0.0,One Avighna Park,5000.0,Yes,Mumbai,5 BHK,5,60000.0
,2.0,63000000.0,49000.0,,1150.0,Yes,Mumbai,3 BHK,3,54782.608695652176
,0.0,75000000.0,,,2300.0,Yes,Mumbai,3 BHK,3,32608.695652173912
Lodha,0.0,140000000.0,1.0,Lodha The World Towers,2100.0,Yes,Mumbai,4 BHK,4,66666.66666666667
,0.0,18000000.0,1800.0,Neelganga Apartment,385.0,Yes,Mumbai,1 BHK,1,46753.246753246756
Lodha,2.0,95000000.0,55000.0,Lodha World Crest,1880.0,Yes,Mumbai,3 BHK,3,50531.914893617024
Darshan Properties Group,2.0,60000000.0,20000.0,Darsshan Ricco,1200.0,Yes,Mumbai,3 BHK,3,50000.0
,4.0,180000000.0,75000.0,,3144.0,Yes,Mumbai,5 BHK,5,57251.908396946565
Lodha,9.0,34000000.0,15.0,Lodha Vista,680.0,Yes,Mumbai,2 BHK,2,50000.0
,4.0,57300000.0,18.0,,1360.0,Yes,Mumbai,3 BHK,3,42132.35294117647
,0.0,24300000.0,5.0,,647.0,Yes,Mumbai,2 BHK,2,37557.95981452859
Millennium Group,0.0,46000000.0,18000.0,Phoenix Towers,950.0,Yes,Mumbai,2 BHK,2,48421.05263157895
Lodha,9.0,33000000.0,15.0,Lodha Vista,680.0,Yes,Mumbai,2 BHK,2,48529.41176470588
,4.0,36900000.0,18.0,,740.0,Yes,Mumbai,2 BHK,2,49864.86486486487
Avigna Properties Private Limited,4.0,130000000.0,0.0,One Avighna Park,2000.0,Yes,Mumbai,3 BHK,3,65000.0
,0.0,17600000.0,5.0,,457.0,Yes,Mumbai,1 BHK,1,38512.03501094092
,0.0,62500000.0,20000.0,,1200.0,Yes,Mumbai,3 BHK,3,52083.333333333336
Lodha,3.0,110000000.0,23.0,Lodha World Crest,2195.0,Yes,Mumbai,3 BHK,3,50113.89521640091
,4.0,48500000.0,18.0,,1360.0,Yes,Mumbai,3 BHK,3,35661.76470588235
India Bulls Real Estate Ltd..,22.0,80000000.0,,India Bulls Sky Forest,2647.0,Yes,Mumbai,3 BHK,3,30222.89384208538
Millennium Group,4.0,45000000.0,15000.0,Phoenix Towers,1100.0,Yes,Mumbai,2 BHK,2,40909.09090909091
The Baya Company,3.0,13500000.0,3500.0,The Baya Central,373.0,Yes,Mumbai,1 BHK,1,36193.029490616624
,10.0,14800000.0,3500.0,,457.0,Yes,Mumbai,1 BHK,1,32385.12035010941
Avigna Properties Private Limited,4.0,300000000.0,0.0,One Avighna Park,5000.0,Yes,Mumbai,5 BHK,5,60000.0
,2.0,63000000.0,49000.0,,1150.0,Yes,Mumbai,3 BHK,3,54782.608695652176
,0.0,75000000.0,,,2300.0,Yes,Mumbai,3 BHK,3,32608.695652173912
Lodha,0.0,140000000.0,1.0,Lodha The World Towers,2100.0,Yes,Mumbai,4 BHK,4,66666.66666666667
,0.0,18000000.0,1800.0,Neelganga Apartment,385.0,Yes,Mumbai,1 BHK,1,46753.246753246756
Lodha,2.0,95000000.0,55000.0,Lodha World Crest,1880.0,Yes,Mumbai,3 BHK,3,50531.914893617024
Darshan Properties Group,2.0,60000000.0,20000.0,Darsshan Ricco,1200.0,Yes,Mumbai,3 BHK,3,50000.0
,4.0,180000000.0,75000.0,,3144.0,Yes,Mumbai,5 BHK,5,57251.908396946565
Lodha,9.0,34000000.0,15.0,Lodha Vista,680.0,Yes,Mumbai,2 BHK,2,50000.0
Lodha,4.0,32000000.0,24.0,Lodha Vista,737.0,Yes,Mumbai,2 BHK,2,43419.26729986432
Lodha,4.0,30500000.0,18.0,Lodha Vista,682.0,Yes,Mumbai,2 BHK,2,44721.40762463343
,2.0,60000000.0,,,1093.0,No,Mumbai,3 BHK,3,54894.784995425434
Avigna Properties Private Limited,2.0,300000000.0,7000000.0,One Avighna Park,5000.0,Yes,Mumbai,5 BHK,5,60000.0
Darshan Properties Group,12.0,25000000.0,,Darsshan Ricco,600.0,Yes,Mumbai,2 BHK,2,41666.666666666664
Raj Developer,1.0,23000000.0,,Shilp Tower,600.0,Yes,Mumbai,2 BHK,2,38333.333333333336
The Baya Company,3.0,12500000.0,3500.0,Baya Central,373.0,Yes,Mumbai,1 BHK,1,33512.06434316354
,15.0,25000000.0,8500.0,,750.0,Yes,Mumbai,2 BHK,2,33333.333333333336
,10.0,16000000.0,3500.0,,535.0,Yes,Mumbai,1 BHK,1,29906.542056074766
,2.0,23000000.0,6000.0,,581.0,Yes,Mumbai,2 BHK,2,39586.91910499139
,,15200000.0,,,460.0,No,Mumbai,1 BHK,1,33043.47826086957
Lodha,1.0,105000000.0,10000.0,Lodha World Crest,2270.0,Yes,Mumbai,3 BHK,3,46255.506607929514
,0.0,23000000.0,,,550.0,Yes,Mumbai,1 BHK,1,41818.181818181816
,10.0,22000000.0,45000.0,,582.0,No,Mumbai,2 BHK,2,37800.687285223365
,10.0,15900000.0,45000.0,,439.0,Yes,Mumbai,1 BHK,1,36218.67881548975
Avigna Properties Private Limited,4.0,170000000.0,0.0,One Avighna Park,3500.0,Yes,Mumbai,4 BHK,4,48571.42857142857
Indiabulls Real Estate Ltd.,2.0,105000000.0,30000.0,Indiabulls Sky,2200.0,Yes,Mumbai,3 BHK,3,47727.27272727273
Lodha,10.0,360000000.0,100000.0,Lodha The World Towers,5455.0,Yes,Mumbai,5 BHK,5,65994.50045829514
Raj Developer,0.0,17500000.0,7000.0,Shilp Tower,420.0,Yes,Mumbai,2 BHK,2,41666.666666666664
India Bulls Real Estate Ltd..,0.0,64000000.0,18.0,India Bulls Sky Forest,2100.0,Yes,Mumbai,3 BHK,3,30476.190476190477
,0.0,72000000.0,19.0,,1400.0,Yes,Mumbai,3 BHK,3,51428.57142857143
,1.0,98500000.0,10000.0,,1685.0,Yes,Mumbai,3 BHK,3,58456.97329376855
Lodha,7.0,29000000.0,10.0,Lodha Vista,680.0,Yes,Mumbai,2 BHK,2,42647.05882352941
,,33000000.0,18.0,,680.0,Yes,Mumbai,2 BHK,2,48529.41176470588
The Baya Company,,15900000.0,10.0,The Baya Central,373.0,Yes,Mumbai,1 BHK,1,42627.34584450402
Raj Developer,2.0,22100000.0,5000.0,Shilp Tower,500.0,Yes,Mumbai,2 BHK,2,44200.0
The Baya Company,0.0,24000000.0,,The Baya Central,577.0,Yes,Mumbai,2 BHK,2,41594.45407279029
Lodha,0.0,140000000.0,1.0,Lodha The World Towers,2081.0,Yes,Mumbai,4 BHK,4,67275.34839019702
,0.0,85000000.0,15000.0,Falcon Castle,1850.0,Yes,Mumbai,4 BHK,4,45945.94594594595
Lodha,0.0,130000000.0,33.0,Lodha The World Towers,2700.0,Yes,Mumbai,4 BHK,4,48148.148148148146
,0.0,16000000.0,2500.0,,500.0,Yes,Mumbai,1 BHK,1,32000.0
Lodha,2.0,120000000.0,30875.0,Lodha World Crest,2196.0,Yes,Mumbai,3 BHK,3,54644.8087431694
Marathon Realty Pvt. Ltd.,3.0,60000000.0,65000.0,Marathon Next Gen Era,1350.0,Yes,Mumbai,3 BHK,3,44444.444444444445
Lodha,5.0,320000000.0,125000.0,Lodha The World Towers,4800.0,Yes,Mumbai,5 BHK,5,66666.66666666667
,9.0,62500000.0,23.0,,1140.0,Yes,Mumbai,3 BHK,3,54824.56140350877
Cooperative Group Housing Society,3.0,9500000.0,2000.0,Implosion CHS,450.0,Yes,Mumbai,1 BHK,1,21111.11111111111
Stans Buildtech Group,,8500000.0,,Sky Annex,400.0,No,Mumbai,1 BHK,1,21250.0
,,15000000.0,2000.0,,509.0,Yes,Mumbai,2 BHK,2,29469.548133595286
Cooperative Group Housing Society,2.0,9100000.0,1800.0,Implosion CHS,450.0,Yes,Mumbai,1 BHK,1,20222.222222222223
Stans Buildtech Group,,11000000.0,,Sky Annex,615.0,No,Mumbai,2 BHK,2,17886.17886178862
Vardhan Group,12.0,6500000.0,7.0,Vardhan Heights,320.0,Yes,Mumbai,1 BHK,1,20312.5
Cooperative Group Housing Society,4.0,9300000.0,2700.0,Implosion CHS,450.0,Yes,Mumbai,1 BHK,1,20666.666666666668
,1.0,12000000.0,3000.0,,470.0,Yes,Mumbai,1 BHK,1,25531.91489361702
Stans Buildtech Group,100.0,6500000.0,6.0,Sky Annex,400.0,Yes,Mumbai,1 BHK,1,16250.0
Vardhan Group,12.0,6990000.0,7.0,Vardhan Heights,320.0,Yes,Mumbai,1 BHK,1,21843.75
,4.0,9300000.0,2500.0,,450.0,Yes,Mumbai,1 BHK,1,20666.666666666668
,0.0,5642000.0,2000.0,,310.0,No,Mumbai,1 BHK,1,18200.0
Stans Buildtech Group,100.0,6600000.0,6.0,Sky Annex,400.0,Yes,Mumbai,1 BHK,1,16500.0
M J Shah Group,15.0,15000000.0,10.0,MJ Shah Centrio,775.0,Yes,Mumbai,2 BHK,2,19354.83870967742
Cooperative Group Housing Society,4.0,10500000.0,1800.0,Implosion CHS,500.0,Yes,Mumbai,1 BHK,1,21000.0
Stans Buildtech Group,7.0,13000000.0,7.0,Sky Annex,615.0,Yes,Mumbai,2 BHK,2,21138.211382113823
Sanghvi S3 Group,,9200000.0,,S3 Proxima,411.0,No,Mumbai,1 BHK,1,22384.428223844283
Stans Buildtech Group,60.0,12500000.0,0.0,Sky Annex,615.0,Yes,Mumbai,2 BHK,2,20325.20325203252
,,12000000.0,1500.0,,504.0,No,Mumbai,1 BHK,1,23809.52380952381
Stans Buildtech Group,100.0,11500000.0,6.0,Sky Annex,615.0,Yes,Mumbai,2 BHK,2,18699.18699186992
M J Shah Group,12.0,12500000.0,10.0,MJ Shah Centrio,608.0,Yes,Mumbai,1 BHK,1,20559.21052631579
Sanghvi S3 Group,,5500000.0,,S3 Proxima,232.0,No,Mumbai,1 BHK,1,23706.896551724138
,0.0,24700000.0,,,991.0,Yes,Mumbai,3 BHK,3,24924.318869828458
,,20000000.0,,,735.0,No,Mumbai,2 BHK,2,27210.884353741498
Cooperative Group Housing Society,4.0,10000000.0,2500.0,Implosion CHS,500.0,Yes,Mumbai,1 BHK,1,20000.0
,,10000000.0,,,520.0,Yes,Mumbai,1 BHK,1,19230.76923076923
Stans Buildtech Group,,8000000.0,,Sky Annex,400.0,No,Mumbai,1 BHK,1,20000.0
,1.0,20000000.0,,,824.0,Yes,Mumbai,3 BHK,3,24271.844660194176
,15.0,6200000.0,5.0,,309.0,Yes,Mumbai,1 BHK,1,20064.724919093853
